,0,1,2,3
0,0.0,0.0,0.0,0.0
1,2.2,2.2,2.2,2.2
2,3.3,3.3,3.3,3.3
3,3.3,3.3,3.3,3.3
4,3.45,3.45,3.45,3.45
5,3.35,3.35,3.35,3.35
6,0.0,0.0,0.0,0.0
7,4.8,4.8,4.8,4.8
8,0.0,0.0,0.0,0.0
9,7.2,7.2,7.2,7.2
10,4.8,4.8,4.8,4.8
11,0.225,0.225,0.225,0.225
12,4.65,4.65,4.65,4.65
13,7.45,7.45,7.45,7.45
14,3.0,3.0,3.0,3.0
15,1.0,1.0,1.0,1.0
16,4.0,4.0,4.0,4.0
17,0.124,0.124,0.124,0.124
18,0.186,0.186,0.186,0.186
19,0.062,0.062,0.062,0.062
20,3.6,3.6,3.6,3.6
21,8.2,8.2,8.2,8.2
22,3.3,4.586368470367767,4.355887945269754,4.355887945269754
23,5.7,8.298464310142892,7.8328936494449035,7.8328936494449035
24,11.57,8.502930032794566,9.07396203216844,9.07396203216844
25,7.345,9.594307153900209,9.212796068833292,9.212796068833292
26,21.345,13.49999,11.09999,11.09999
27,12.0,7.589593815881937,9.99235595619584,9.99235595619584
28,11.7,7.399853970484887,9.514103437698843,9.514103437698843
29,4.575,12.73425144061841,10.46607479715065,10.46607479715065
30,3.15,7.3766392597798065,6.888103305406455,6.888103305406455
31,0.144,1.2466015460295152,1.8553184087915746,1.8553184087915746
32,6.8,6.8,7.33751439904024,7.33751439904024
33,6.4,6.4,6.4,6.4
34,5.5,5.5,5.5,5.5
35,6.6,6.6,6.6,6.6
36,3.818,3.818,3.818,3.818
37,6.071,6.071,6.071,6.071
38,7.2,7.2,7.2,7.2
39,1.4,1.4,1.4,1.4
40,0.45,0.45,0.45,0.45
41,1.5,1.5,1.5,1.5
42,3.85,3.85,3.85,3.85
43,2.08,2.08,2.08,2.08
44,1.98,1.98,1.98,1.98
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
