,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,battery_capacity_max,battery_capacity_min,battery_power,no_iterations,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,1,0,3,0,6,0,minizinc_fw,0,5000,0,5000,4,40.06,20.83,6000.0,3119.97,7190.0,0.48,0.48,0.0,0.001,0.40800000000000003
1,1,0,3,0,6,0,minizinc_fw,0,,,,4,40.06,21.36,6000.0,3199.99,7190.0,0.47,0.48,0.0,0.0009,0.2899999999999999
2,1,1,3,0,6,0,minizinc_fw,0,5000,0,5000,4,40.06,20.83,6000.0,3119.97,7190.0,0.48,0.48,0.96,0.0009400000000000001,0.41600000000000004
3,1,1,3,0,6,0,minizinc_fw,0,,,,1,40.06,40.06,6000,6000,7190,0.0,0.0,0,0.00035,0.2
4,1,50,3,0,6,0,minizinc_fw,0,5000,0,5000,4,40.06,20.83,6000.0,3119.97,7190.0,0.48,0.48,48.0,0.00104,0.438
5,1,50,3,0,6,0,minizinc_fw,0,,,,1,40.06,40.06,6000,6000,7190,0.0,0.0,0,0.00035,0.2
6,1,100,3,0,6,0,minizinc_fw,0,5000,0,5000,4,40.06,20.83,6000.0,3119.97,7190.0,0.48,0.48,96.0,0.0009800000000000002,0.41400000000000003
7,1,100,3,0,6,0,minizinc_fw,0,,,,1,40.06,40.06,6000,6000,7190,0.0,0.0,0,0.0004,0.2
8,10,0,3,0,6,0,minizinc_fw,0,5000,0,5000,3,6.41,3.29,7800.0,4003.46,58367.0,0.49,0.14,0.0,0.0088,4.1775
9,10,0,3,0,6,0,minizinc_fw,0,,,,3,6.41,3.31,7800.0,4027.14,58367.0,0.48,0.14,0.0,0.00845,3.005
10,10,1,3,0,6,0,minizinc_fw,0,5000,0,5000,4,6.41,3.05,7800.0,3704.98,58367.0,0.53,0.14,0.0,0.014560000000000003,4.909999999999999
11,10,1,3,0,6,0,minizinc_fw,0,,,,3,6.41,3.29,7800.0,3995.39,58367.0,0.49,0.14,23.7,0.01195,3.2824999999999998
12,10,50,3,0,6,0,minizinc_fw,0,5000,0,5000,4,6.41,3.05,7800.0,3704.98,58367.0,0.53,0.14,0.0,0.013560000000000003,4.976000000000001
13,10,50,3,0,6,0,minizinc_fw,0,,,,4,6.41,3.37,7800.0,4099.79,58367.0,0.47,0.14,736.74,0.00948,3.658
14,10,100,3,0,6,0,minizinc_fw,0,5000,0,5000,4,6.41,3.05,7800.0,3704.98,58367.0,0.53,0.14,0.0,0.01414,4.98
15,10,100,3,0,6,0,minizinc_fw,0,,,,12,6.41,3.55,7800.0,4320.92,58367.0,0.45,0.14,1103.27,0.006146153846153845,4.043846153846153
16,100,0,3,0,6,0,minizinc_fw,0,5000,0,5000,4,2.51,1.29,35101.0,18001.82,671492.0,0.49,0.1,0.0,0.010780000000000001,72.18199999999999
17,100,0,3,0,6,0,minizinc_fw,0,,,,14,2.51,1.34,35101.0,18681.7,671492.0,0.47,0.1,0.0,0.005000000000000002,60.20399999999999
18,100,1,3,0,6,0,minizinc_fw,0,5000,0,5000,11,2.51,1.3,35101.0,18193.2,671492.0,0.48,0.1,799.99,0.004299999999999999,87.95083333333334
19,100,1,3,0,6,0,minizinc_fw,0,,,,16,2.51,1.31,35101.0,18273.65,671492.0,0.48,0.1,651.31,0.005670588235294118,64.95823529411766
20,100,50,3,0,6,0,minizinc_fw,0,5000,0,5000,51,2.51,1.44,35101.0,20099.48,671492.0,0.43,0.1,6883.07,0.0036499999999999987,93.77942307692311
21,100,50,3,0,6,0,minizinc_fw,0,,,,50,2.51,1.36,35101.0,18991.39,671492.0,0.46,0.1,8329.1,0.006101960784313727,67.5945098039216
22,100,100,3,0,6,0,minizinc_fw,0,5000,0,5000,56,2.51,1.54,35101.0,21499.61,671492.0,0.39,0.1,6971.56,0.0045000000000000005,95.29561403508771
23,100,100,3,0,6,0,minizinc_fw,0,,,,37,2.51,1.48,35101.0,20665.73,671492.0,0.41,0.1,10141.0,0.007621052631578948,67.38894736842107
24,500,0,3,0,6,0,minizinc_fw,0,5000,0,5000,15,1.69,1.03,116403.0,70954.44,3309280.0,0.39,0.06,0.0,0.010718750000000003,443.0425000000001
25,500,0,3,0,6,0,minizinc_fw,0,,,,32,1.69,1.09,116403.0,75245.2,3309280.0,0.35,0.06,0.0,0.005642424242424241,323.2581818181818
26,500,1,3,0,6,0,minizinc_fw,0,5000,0,5000,18,1.69,1.04,116403.0,71666.84,3309280.0,0.38,0.06,21246.23,0.009942105263157896,458.35526315789474
27,500,1,3,0,6,0,minizinc_fw,0,,,,26,1.69,1.06,116403.0,73190.55,3309280.0,0.37,0.06,14209.35,0.006351851851851852,336.77
28,500,50,3,0,6,0,minizinc_fw,0,5000,0,5000,30,1.69,1.12,116403.0,76958.8,3309280.0,0.34,0.05,96861.88,0.007425806451612903,475.70064516129025
29,500,50,3,0,6,0,minizinc_fw,0,,,,69,1.69,1.07,116403.0,73926.27,3309280.0,0.36,0.06,79702.35,0.005734285714285715,350.5948571428571
30,500,100,3,0,6,0,minizinc_fw,0,5000,0,5000,28,1.69,1.15,116403.0,79229.23,3309280.0,0.32,0.05,102941.94,0.007689655172413793,470.98586206896556
31,500,100,3,0,6,0,minizinc_fw,0,,,,107,1.69,1.08,116403.0,74546.16,3309280.0,0.36,0.06,66797.5,0.007374074074074074,347.68129629629647
