,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,100,1,0,10,0,0,minizinc_fw,0,1.84,1.47,118720.0,94821.61,3098163.0,0.2,0.06,0.022555555555555558,158.41222222222223
1,100,1,0,10,0,0,ogsa_fw,0,1.84,1.09,118720.0,70078.99,3098163.0,0.41,0.06,0.010366666666666666,0.09657692307692309
2,100,1,1,10,0,0,minizinc_fw,0,1.84,1.46,118720.0,94364.51,3098163.0,0.21,0.06,0.019654545454545456,169.13545454545456
3,100,1,1,10,0,0,ogsa_fw,0,1.84,1.09,118720.0,70386.49,3098163.0,0.41,0.06,0.011274285714285709,0.09825142857142855
4,100,1,3,10,0,0,minizinc_fw,0,1.84,1.45,118720.0,93503.95,3098163.0,0.21,0.06,0.02136,167.53400000000002
5,100,1,3,10,0,0,ogsa_fw,0,1.84,1.07,118720.0,68915.13,3098163.0,0.42,0.06,0.009750000000000005,0.09978095238095239
6,100,1,5,10,0,0,minizinc_fw,0,1.84,1.45,118720.0,93871.37,3098163.0,0.21,0.06,0.02103,160.031
7,100,1,5,10,0,0,ogsa_fw,0,1.84,1.07,118720.0,68834.41,3098163.0,0.42,0.06,0.009700000000000004,0.1023720930232558
8,100,1,7,10,0,0,minizinc_fw,0,1.84,1.45,118720.0,93436.03,3098163.0,0.21,0.06,0.02252222222222222,154.8511111111111
9,100,1,7,10,0,0,ogsa_fw,0,1.84,1.07,118720.0,69217.68,3098163.0,0.42,0.06,0.01065263157894737,0.0988105263157895
10,100,1,9,10,0,0,minizinc_fw,0,1.84,1.34,118720.0,86332.47,3098163.0,0.27,0.06,0.01919230769230769,148.32615384615383
11,100,1,9,10,0,0,ogsa_fw,0,1.84,1.05,118720.0,67693.26,3098163.0,0.43,0.06,0.01253548387096774,0.10745806451612903
