,0,1,2,3,4
0,14.2,14.1,14.0,14.0,14.0
1,14.0,14.2,14.3,14.3,14.3
2,14.0,14.0,14.0,14.0,14.0
3,14.0,14.0,14.0,14.0,14.0
4,14.5,14.2,14.1,14.0,14.0
5,14.0,14.0,14.1,14.1,14.1
6,14.0,14.0,14.0,14.0,14.0
7,14.0,14.0,14.0,14.0,14.0
8,14.0,14.0,14.0,14.0,14.0
9,14.0,14.0,14.0,14.0,14.0
10,14.0,14.0,14.0,14.0,14.0
11,14.0,14.0,14.0,14.0,14.0
12,15.1,14.0,15.8,15.4,15.4
13,14.3,14.0,14.0,14.0,14.0
14,14.5,14.6,14.2,14.1,14.1
15,14.0,14.5,14.0,14.0,14.0
16,14.0,14.5,14.4,14.4,14.4
17,14.0,14.0,14.0,14.0,14.0
18,18.9,14.5,14.1,14.0,14.0
19,15.8,14.6,14.3,14.3,14.3
20,14.0,14.0,14.0,14.0,14.0
21,36.3,15.8,14.6,14.4,14.4
22,15.4,14.6,15.8,15.4,15.4
23,14.0,14.0,14.6,14.6,14.6
24,15.1,14.0,14.0,14.0,14.0
25,14.5,15.1,14.3,14.5,14.5
26,14.0,14.5,14.0,14.3,14.3
27,14.0,14.5,14.0,14.0,14.0
28,14.0,15.4,15.8,15.8,15.8
29,14.0,14.0,14.0,14.2,14.2
30,15.1,14.0,14.0,14.0,14.0
31,22.1,14.8,14.2,14.1,14.1
32,14.3,14.2,14.3,14.2,14.2
33,14.0,14.0,14.3,14.3,14.3
34,15.1,14.0,14.0,14.0,14.0
35,230.4,24.5,17.0,15.8,15.8
36,17.0,27.5,17.0,15.8,15.8
37,14.0,16.3,17.8,20.3,20.3
38,14.0,14.0,14.0,14.0,14.0
39,14.0,14.0,14.0,14.0,14.0
40,14.0,14.0,14.0,14.0,14.0
41,14.0,14.0,14.0,14.0,14.0
42,14.0,14.0,14.0,14.0,14.0
43,15.8,14.8,14.6,14.6,14.6
44,14.0,14.0,14.0,14.0,14.0
45,14.0,14.0,14.0,14.0,14.0
46,14.0,14.0,14.0,14.0,14.0
47,14.0,14.0,14.0,14.0,14.0
